row_id,TEXT,LABEL
225,"this one ,  especially if preheated ,  will keep your coffee hot far longer than the throwaways .",1
226,my wife loves the otter box case has had lot compliments on the look .,1
227,"and without the handle ,  it s impossible use this toy for what it s meant be used .",0
228,it is bs take them for num_num months before you see results .,0
229,my num_num year old daughter got this for her birthday was pretty excited by the concept it .,0
230,it does that everything else . even with sunglasses on in the texan sun i can read my phone !  .,1
231,"if you like corelle ,  you ll love what you re getting .",1
232,and do not be upset because my testimonial is truthful .,0
233,not woman s average or just little wider .,0
234,the tank tops are pretty thin clingy .,0
235,"sure ,  if you re drinking green tea  such as matcha  ,  you re also getting chlorophyll .",0
236,"i would buy it again'to replace it ,  but would love see their next model .",1
237,i figured i d see some real muscle from the num_extend,0
238,"with spot milk ,  it s drinkable as soon as it s finished .",1
239,"getting good charger for the note num_num is hassle ,  as most owners could tell you .",1
240,foods are less likely burn  even with me ! cook evenly .,1
241,the first time i went yoga with my material hand bag on my shoulder it got destroyed .,0
242,"it s easy understand why ,  as you really need an advanced degree figure it out .",0
243,it is too bad that it didn't happen earlier !  this press is so easy use clean .,1
244,i wasted my money time now have return num_num them .,0
245,this is more an inconvenience than anything else .,0
246,"because this pan heats up quickly , lower heat is best .",1
247,"it tastes horrible ,  looks tastes like sawdust . i would never purchase this product would not recommend it .",0
248,stick with frontline or advantage or something like that .,0
249,that means removing the power tip each time reassembling it use with the grid at home .,0
250,"sorry ,  samsung ,  but you can do lot better .",0
251,"i didn't like that . i returned it  , got full refund .",0
252,we ve tested this out it does add nice aroma the room .,1
253,the product shipped did not appear tripp lite cable .,0
254,and it is not any different than what i expected .,1
255,"she loved her ixl ,  it is the only game system out there that holds music .",0
256,"had num_num these ,  both were free or just about free .",0
257,this product doesn't really offer much in the way cleaning carpet messes .,0
258,they are really not what i have come expect from melissa doug products .,0
259,pyrex is the name nothing else is the same .,1
260,she was very thrilled have the phone back .,1
261,i bought this as quick inexpensive way cook up stir fry .,1
262,has plenty power the juice it produces is excellent .,1
263,i was leary about purchasing the battery because it cost so little .,1
264,"since i do not enjoy store bought ground meat ,  this addition my kitchen aid is blessing .",1
265,turns out there s huge difference between % %,0
266,that s num_num installations over the entire life the game .,0
267,in cooked dishes any olive oil flavor mostly disappears .,0
268,i ll also complain about the double amount letters available .,0
269,i tried two different sizes neither fit appropriately for me .,0
270,the steam does last long time without refilling .,1
271,the others can't quite make that same claim .,1
272,i have put many devices on the magnet they all stay strong .,1
273,it is not too bulky it is an exact fit my galaxy num_extend,1
274,i love being able zip the curtain open closed with no hangups !  .,1
275,"i m not giving up ,  but the pursuit the perfect checkerboard cake has so far eluded me .",1
276,"needless say i gave up on it because i got tired the brian parts ,  very annoying .",0
277,i decided get rid my old aluminum pressure cooker due concerns about cooking in aluminum .,1
278,"i used mine the first time make tomato leather , it is the best i have ever had .",1
279,"if you don't have one ,  get it now .",1
280,you can invert the lid on fire use it as skillet .,1
281,this is great serrated knife at fraction the cost the expensive cutcos .,1
282,side note :  windows vista made installing the printer an ordeal .,0
283,nice portability good value for the money .,1
284,"if you could change the this ,  i will give you num_num starts . however generally this is good product .",1
285,the included adapters were about the only thing that was worth it .,0
286,this has permanent place on our stove top .,1
287,i read other reviews i think users may not have taken the care they need .,1
288,won't wrap around your head unless you re child .,0
289,i have other kitchenaid tools equipment all are work horses .,1
290,"it adds some bulk it ,  but its more protective that way .",1
291,as woman i need calcium i heard that magnesium is just as important .,0
292,the knives are sharp the extras are nice great starter set .,1
293,"the only concern ,  noted by others ,  is that it s quite tall .",1
294,but after that it always works when connected .,1
295,"the scent is pleasant herby ,  but not as good as the other jmo shampoos .",0
296,"in addition those bugs ,  hellfire brings set its own ,  which never got resolved .",0
297,it s pretty easy clean very simple use .,1
298,i have downloaded updated drivers for nvidia geforce fx num_num num_extend video card .,0
299,i have had this pot for about num_num mo .,1
300,it s also hot if you accidentally put your hand under it .,1
301,she is now num_num months old has had this for num_num months .,0
302,i purchased thinking it would be good toy keep my cat active .,0
303,for the price this thing is pretty great .,1
304,i can wear the headset for about an hour without needing remove them .,1
305,"in fact num_extend games run better on xp ,  its been proven over over .",0
306,this case is nice fits well is easy get on off .,1
307,there are few choices except for this one .,0
308,"you can do better here as far as taste , price .",0
309,spent all day reapplying it  six times in all i can't see any difference .  .  . nada .  .  . zilch .  .  . zip .,0
310,i love it it makes great bread !  i do have minor complaints .,1
311,"it s known issue the outside world ,  which is waiting for linksys admit it fix it .",0
312,i told female coworker about that one she bought it .,1
313,it is so quick easy use .,1
314,i use only freshly ground black pepper in my kitchen .,1
315,this mount is essential if you plan use the gps capabilities your droid x .,1
316,"they re hard find in the us ,  but online you can definitely buy them .",0
317,half an inch wider on each side the shoulder than the dockers large . after wash length :  nice tuckable length .,0
318,"it didn't look new at all ,  looked like it s been previously used .",0
319,excellent product as are all kitchenaid products that i have ever used .,1
320,"i wouldn't buy anything else , i have been drinking espresso for num_num years .",1
321,i really like this grill look forward using it cook other items besides steak .,1
322,i have other small appliances by kitchedaid like them all .,1
323,"good thing it was cheap because it has been sitting ,  unused in drawer since day num_extend",0
324,"caveat :  also buy yourself protective glove ,  such as the $ model made by microplane .",1
325,"gotcha . whose bright idea was it put voice acting in this game ?  seriously ,  i can read .",0
326,"my callers reported that my voice quality was clear ,  free echoes not much background noise .",1
327,the length is just right get the middle the tallest quick bread or cake .,1
328,i guess they are sizing them differently late .,0
329,when i finally stretched it over my hiking shoes  not boots  it still barley fit properly .,0
330,i have used it for up num_num hrs so far with no problems .,1
331,the sack did not fit my sleeping bag even though the size chart on their website said it would .,0
332,"i won't lie ,  this thing makes me smile when i walk into the kitchen .",1
333,it s too bad .  .  . i enjoyed the majority the meals .,0
334,"i really wish i could give this product num_num stars ,  i really do .",0
335,i bought my thermometer for help when cooking meat in the oven .,1
336,"they work well ,  just wish they wouldn't warp when in the dishwasher .",1
337,it looks like it was made for child .,0
338,but i think that is not it s fault .,1
339,material seems like it is great quality .,1
340,"the plastic is very difficult remove from it s backing , then it doesn't adhere the phone .",0
341,it hasn't given me problems with anything though .,1
342,i wish there was way charge do bluetooth at the same time .,1
343,"i don't think you can'transfer data with it ,  or even charge from computer .",1
344,"makes pouring sugar easy , not one sugar crystal gets on the counter .",1
345,"i called ,  found out they are awaiting parts from japan would take another month .",0
346,a mile away i get six bars . i concluded i need signal booster .,1
347,also leaves powderish film on your hair .,0
348,"i ordered more than one , none them worked .",0
349,i needed an additional set because i bake lot .,1
350,it also comes with useful recipe booklet .,1
351,i purchased new verizon droid from verizon store num_num days ago .,0
352,there are two zippers each the front pocket that go left right each pocket .,0
353,we cleaned out the container each day used vinegar clean the heating element .,0
354,very pleased with the oxo good grips wooden spoons .,1
355,the chargers all broke in under week .,0
356,the water flow from our kitchen faucet was anemic .,1
357,i bought this use with my chemex .,1
358,totally worth it if you work in an environment like factory .,1
359,"either the handles would break ,  the interior would scratch become ruined making it impossible use .",1
360,you may need lower heat slightly maintain sizzling heat since conduction is so good .,1
361,i don't use this little guy every day but when i do need small knife i love it .,1
362,i read the reviews on it from other buyers who had success with it decided try it .,0
363,i returned it i am getting my refund .,0
364,it paired very quickly with my num_extend the connection time is almost instantaneous .,1
365,if the eye removal tool was better i would give it five stars .,1
366,it charges overnight has nice night setting for the clock .,0
367,"around level num_num or so ,  i noticed how hard it was level up .",0
368,mostly it was people i called complaining feedback .,1
369,everything is great .  .  . except the spout lid are flawed on this pitcher .,0
370,we used it for one month then turned it off while we we away for num_num months .,0
371,"sure ,  you can hit her; but nothing seems have an effect .",0
372,this does great job on those surfaces .,1
373,i just didn't know how much i needed one until i saw it on sale .,1
374,"we played it for little while ,  but just gave up .",0
375,the only thing that has completely cleared my skin was proactiv hormonal birth control .,0
376,i didn't have very high expectations when ordering  just needed fourth item for the num_extend for num_extend deal  .,1
377,my wife i both purchased the num_extend on suggestion from verizon rep with our new phones .,0
378,"i got it replace swiss diamond , i could not be happier .",1
379,my dog hates that part too .  .  .  . the bad :  the harness did not last very long .,0
380,"but if you don't mind the extra effort ,  this fits well works fine .",1
381,"the kitchen shears he used were old ,  gross always gummy .",1
382,"neat clean operation ,  easy clean tool simple enough operate without instructions .",1
383,all num_num these chargers broke in month .,0
384,"i ve had defenders for couple other phones ,  so i knew i would like this one .",1
385,i bought several as they re bit hard find .,1
386,i was so happy when my num_num year old grandson loved his new bed .,1
387,i prefer use my galco ankle holsters without the calf strap .,0
388,i m going order set for my daughter for christmas .,1
389,there is some sort fabric coating on the soles .,0
390,i purchased one these go in each bathroom in our apartment .,1
391,my wife uses this timer for timing her crossfit style workouts .,1
392,they are quite big so i cut them in half get more use out it .,0
393,i ve had other rice pastas that hold their shape better .,0
394,magnetic flap stays shut the elastic makes it easy get open when call comes .,1
395,first off read the review titled :   not bad .,0
396,maybe when he s older  he s num_num months  we ll try it again .,0
397,"even when increasing the amount beans ,  the coffee is not very robust .",0
398,espresso drinking has always been ritual delight for me .,0
399,i ordered another few days ago  shipping takes awhile  just incase for some reason i lose\break this one .,1
400,"getting the case off change battery is not fun ,  nor fast .",0
401,i also plan use the left overs for christmas baked gifts .,1
402,the foam pads barely touch my ears so i can hear all outside noise .,0
403,the led lights up during the charging process shuts off when completed  the charger  .,1
404,i nabbed one for only $ on ebay .,1
405,this almost led very costly issue .,0
406,i purchased these use when making both cookies meatballs .,1
407,"sorry ,  i would not recommend this product for dumping your tanks .",0
408,"what the game lack isn't in it graphic department ,  but it most important aspect any game ,  the gameplay .",0
409,bullets going through walls or through your enemies .,0
410,"i keep them in little wire bin in my junk drawer , never have hunt .",0
411,its also difficult clean if an accident happens on the playpen .,0
412,"it works well ,  sprays or not if you prefer , looks good on my faucet ,  not ugly or bulky .",1
413,this is num_extend num_extend oem htc charger for micro usb phones .,1
414,comes in pack num_num just in case you didn't get it right the first time !  .,1
415,"it did take little while ,  but it was worth it .",1
416,"the second time i used it ,  the itorch recharged the iphone from about % %",1
417,but got paid with in num_num business days .,1
418,that also means that you re not gonna be able get all the bubbles out .,0
419,they have everything but i mean everthing high quality apple product for your device .,1
420,i plan on having these pans for long time  :   .,1
421,filling up the bags with the fruit for smoothies makes mornings so much easier .,1
422,"with tech support ,  i finally found the num_num mb driver file i was supposed download .",0
423,i m not upset that there is something wrong with it cause every company spits out few buggy systems .,0
424,"these are not iclicks !  they are super loud for the dogs i work with ,  too scary .",0
425,"it is also very fake sweet that you can detect right away ,  so it isn't really satisfying either .",0
426,i would not recommend this someone paying for the test strips .,0
427,i have several bare escentuals brushes including this kabuki one .,0
428,the actual stuffed stick is only six inches long approximately an inch in diameter .,0
429,the smell was too sweet the flavor had an artificial bitter taste .,0
430,"for piece white plastic ,  it s expensive .",1
431,it sings little song makes the rice .,1
432,i think they could stiffen the material for batter performance . happy shopping !  .,1
433,i ve asked them if i could upgrade another unit .,0
434,"at just before the fourth marking ,  it showed about num_extend",1
435,the stairs doll holder goes wobbling down the bottom on its own like it s haunted .,0
436,i had expected hear back with suggestions on how i might improve my experience  i . e .,0
437,it had the presto percolator advertised for almost double the price at amazon .,1
438,"however ,  in one hour gaming ,  it froze num_num times on me ,  making it hardly an enjoyable experience .",0
439,group uninteresting people from country unite try overthrow the new emporer .,0
440,"it was long debate between this one , the more expensive better quality all american brand .",1
441,"instead i would go with the mythbusters series ,  which actually work .",0
442,i used them for two months without any noticeable changes in her behavior .,0
443,"you can't draw with them ,  again because they smoosh flat drag on the screen .",0
444,i found it be very easy attach my mixer .,1
445,"it is just like the old wooden ones i grew up with ,  well balanced ,  sturdy sharp .",1
446,i use them for flipping everything find that i use them more than i do spatula .,1
447,"if i wanted big red bulky bird phone ,  i would have looked at red ones ,  not blue . ugh .",0
448,"if the dog shows any these signs ,  stop feeding the chicken jerky product .",0
449,"not mention  as many other reviewers her have pointed out  ,  this is not silent whistle .",0
450,both these products combined really make for an almost indestructible phone !  .,1
451,"there are much better higher quality facial creams out there ,  for sure !  .",0
452,the net is little ripped it is dirty from being outside .,0
453,this product absolutely meets exceeds all the positive comments made concerning the item .,1
454,amazing product so so affordable !  !  everything works as it should the assembly is so easy .,1
455,i really had layer this on even get some type shade .,0
456,at some point i will have buy small pusher .,1
457,"i would prefer the cup be bit larger ,  but it s okay .",1
458,i tried realign the screen protector but did not work .,1
459,i would highly recommend this for anyone but it may be too small for family .,1
460,the steel is utmost quality sharpness .,1
461,we spent more time fixing it than they had playing with it .,0
462,removed cover phone cooled off tried again with the same result .,0
463,most the time people don't even know that i m in the car .,1
464,i look at the description it says nothing about coming in two pieces .,0
465,you have be very careful about the counterfeits on here as i ran into some already .,0
466,it will last forever work just like it s supposed .,1
467,"but once you play it for week or less ,  you get really tired it .",0
468,the standard speakers in my num_extend honda civic are better than these .,0
469,it has nice large handle that is easy use .,1
470,i had no problems with the handle while using it .,1
471,i like use this brush for deep scrubbing .,1
472,"honestly ,  i got them because i was dollar short for free shipping .",0
473,surely it must be good for some people since it has such high rating .,0
474,it gives nice consistent grind from the finest setting all the way the most coarse .,1
475,i am disappointed with how dark how red the color is .,0
476,these are so much better than an electric blanket because heat rises .,1
477,probably will send back this pouch is bending up the side my otterbox making it look banged up .,0
478,"the drill i purchased from amazon . com earlier was huge hit; however ,  this toy wasn't very durable .",0
479,i guess you have use the flip the meatloaf out the pan method .,0
480,"it adds little weight my bag ,  but that is be expected with this much charge .",1
481,"unfortunately ,  for such simple device ,  i have found it be dismal waste my time .",0
482,i had poor experience with sennheiser as company .,0
483,"other then that ,  they are exactly what i expected .",1
484,doesn't work . baci is not attracted it at all .,0
485,beans will slide smoothly into the grinding  burrs  for only few seconds without assistance .,0
486,i gladly would have paid slightly more for properly fitted metal instead . also the real height is num_extend,1
487,"no major complaints from the people i have talked . controls : ok ,  this one is real bugger .",1
488,it is effortless make orange zest with this grater .,1
489,this goes far beyond the space for bathroom scale .,0
490,"my advice is buy the original waring ,  not the  pro  ,  or classic .",0
491,on no setting could i get rid .,0
492,have tried several other brands these are the highest quality easiest apply .,1
493,i wanted get really good pair .,0
494,i tried putting this in my hair before bed couldn't sleep .,0
495,"however ,  i doubt very seriously this is an samsung oem item .",1
496,very pretty out the box that s all . i m furious .,0
497,this is by far the best fm transmitter that i have used yet .,1
498,"that said ,  i can still rest the phone upside down without touching the screen .",1
499,they were right !  !  !  but on the front it says easy on the stomach enteric coated .,0
500,"it feels more like polyester me ,  not like natural fabric .",0
501,this is one the small kitchen appliances that i use the most .,1
502,my little dog can jump right out it .,0
503,i felt like i just thew three bucks into the toilet flushed it down .,0
504,o u rescue your sister whoop de freaken do .,0
505,it s black with no frills he appreciates that !  !  it s manly !  !  .,1
506,even at less than ten bucks it was still disappointing .,0
507,this thing works just as i hoped it would .,1
508,"the first one only lasted num_num years !  powerful pressure ,  makes food taste great .",1
509,it is shame this is not standard product for every phone on the market today .,1
510,the handle is easy grip there s even measuring scale along the edge for quick size references .,1
511,"this is not defect in manufacturing ,  it is defective design .",0
512,it can warm up left overs like new .,1
513,"for my dog ,  i think it looks too much like toy be used as potty trainer .",0
514,"i also feel this glut cheap ,  plastic material is not good for the earth .",0
515,"it s lightweight ,  is easy manuver , cleans very well .",1
516,when millionaire first was on in the summer num_extend i was thoroughly addicted .,0
517,i bought this item along with matching sink strainer grids they are awesome .,1
518,"i had it one day , dropped my phone cracked the case my screen .",0
519,"i using it as moisturizer for legs for about num_num weeks ,  but do not see any change  :   .",0
520,the included wrist pad wasn't any help either .,0
521,"looking over it ,  i still can't find many reasons continue purchasing this brand .",0
522,it just gets in the way . i did lot research .,0
523,i had hard time figuring out how activate .,1
524,it got here on the first day that was estimated .,1
525,this product does exactly what i wanted described .,1
526,"he loved it ,  but be warned that determined rodent can find way out .",0
527,"i would buy another one ,  maybe next time in different color .",1
528,"turned off the brushes it cleared all hair ,  crumbs without kicking the  stuff  out from under .",1
