row_id,TEXT,LABEL
53,i rinsed it off immediately and put some sensitive skin cream on it .,0
54,"yes ,  you can make rice on the stove .",1
55,please do yourself a favor and stay far away from kitchenaid .,0
56,i predict many years of great mixing ahead .,1
57,the issues i raise would be common to any version of this design .,1
58,if it really works i could care less about what it smells like .,0
59,and i felt like the cavewoman from encino man . the smelli tried to like the smell .,0
60,haven t used it that long to say if it gets dirty and hard to clean .,1
61,he loves them and they fold up nice for travel .,1
62,"after all ,  if it was too loose ,  it d pop out everywhere and be annoying .",1
63,my only complaint is that they aren t dishwasher or water freindly .,1
64,there s a big hoopla about no artificial preservatives or flavorings .,0
65,i will check back to see if any changes were made .,0
66,"as for the deathstar mission ,  the scenery is wrong .",0
67,"the shoe was even more beautiful in person that it is in the picture ,  but it was extremely narrow .",0
68,i would buy another one if my screen cracks again .,1
69,"a must have ,  if you own the cuisinart chefs classic set of pans .",1
70,dump out the grinds and rinse under water .,1
71,what you get might not be what you re expecting .,0
72,"honestly for such a cheap price ,   not even $ shipped from usa  i wasn t expecting much of this thing .",1
73,"i ve tried it more than once ,  and it doesn t seem to work for me .",0
74,i didn t like the taste once i mixed it with my coffee .,0
75,score !  i think i need one for myself now .,1
76,"the price may seem steep ,  but keep in mind this price includes shipping .",1
77,"make italian sausage ,  lots of soups and salads and it really speeds up the process and works very well .",1
78,i was amazed by how little effort it takes to make great bread with this machine .,1
79,the cutscenes and other mandatory dialogue take up so much time that there s little time left for your playing .,0
80,feels great in my hand and fits the phone very well .,1
81,this fan easily switches from exhaust and intake and you can set the individual fans as well .,1
82,maybe num_num phone calls and num_num text messages and light web surfing .,0
83,"having played madden since sega genesis ,  i m expecting more .",0
84,i bought this as a christmas present for someone .,0
85,i was horrified when i opened the box these cookies were shipped in .,0
86,i do keep my pitcher in the fridge all the time so i m sure that helps .,1
87,it is wobbly and have had my bike almost fall off i as quick enough to grab it  .,0
88,remote does not work my toshiba hd dvd player at all .,0
89,"took over the new oxo and he killed num_num out of seven on the first try ,  four in flight .",1
90,well this cable certainly didn t last long as the title says num_num weeks .,0
91,this is the best  electric broom  i have ever owned  and i have owned several  .,1
92,but it does sound a little bit relaxed .,0
93,the colors in the game are really bad .,0
94,"these are soft plastic ,  and i know people said they were short .",0
95,the keep warm feature is excellent and maintains the quality of the cooked rice as long as you need .,1
96,we only use it when necessary but unfortunately right now it is completely useless and the batteries work fine .,0
97,we set the burner to whatever level we need to cook with and then we cook .,0
98,it brings water to the boil in just a couple of minutes .,1
99,we bought several to use at a party we had and they worked great .,1
100,"nice quality ,  great for any size rod since you use own own hanger in it .",1
101,not sure i d like it if it were heavier .   .,1
102,"no special wires to carry ,  no proprietary wires to carry  you hear that apple ?  ?   .",1
103,"we use the griddle so much more often than we anticipated we would ,  so it s great to have .",1
104,i like this because i can get perfect slices of butter pats and the measurement is spot on .,1
105,i took the scope off and hit the target dead on .,0
106,i bought this for emergencies and found myself using this a lot .,1
107,i really don t remember why i ordered this and was surprised when it arrived in the package .,0
108,"sorry ,  but disney s  crown jewels  can t compete with final fantasy xii  or even x  .",0
109,"but i am thinking ,  if you had some nice effect topcoats ,  it could be salvageable .",0
110,"it had ,  and started dripping out of nearly every joint and crevice on the device .",0
111,i can walk around my apartment without losing signal .,1
112,material was soft and the design is nice .,0
113,good noise canceling in other environments . not good outside in wind even with new mic grill .,1
114,"i was looking for a covered saucepan made in the usa ,  and this one is quite satisfactory .",1
115,one of the hinges on the arms had bent .,0
116,"this holster is sizable ,  especially when driving with a seat belt on .",1
117,"it has not hurt me ,  but has not helped either .",0
118,"i bought one for myself and unfortunately ,  i have a larger space to cool than my folks do .",1
119,feels like nails pressing into your ear canal .,0
120,but at that price it s no big deal .,1
121,i cut off the tail but it lost its charm .,0
122,i am still a maruchan noodle lover tho  :   .,0
123,this iphone case stands out as having had some real thought put into its design .,1
124,"lodge ,  ,  ,  ,  purchased as one of my husbands gifts for xmas .",1
125,why cant i give it negative stars ?  the receiver beeped while in the house .,0
126,i really like it as it is great to dry up the salad .,1
127,i can t use this product because the perfume is so strong it would give me a headache .,0
128,my husband spilled a whole glass of wine on our very light colored carpet .,1
129,there s a little bump where the plastic piece used to sit .   the kettle is fast and convenient .,1
130,the oxo can opener isn t that different in basic design from any other manual can opener .,1
131,the chocolate moo is even better but tends to separate when standing .,1
132,i didn t even try to give it away .,0
133,"if you are used to the drip coffee makers ,  you will find a percolator a bit more work .",1
134,i haven t taken it for a full month yet but i haven t noticed any improvements at all yet .,0
135,i rented this game a while back because of it s innovative idea .,0
136,received the product last week and used it first time today .,0
137,it s not a big geal but would be helpful if you re doing other things as well .,1
138,you won t go wrong with these bowls and they are an excellent value to boot .,1
139,"when i selected vaseline sheer infusion body lotion thru the vine program ,  i was really excited .",0
140,num_num  cups  of espresso is not even one full cup of american coffee . there s no need to hesitate .,1
141,"use it for home use ,  no issues .  .  . very durable and easy to use .",1
142,they don t absorb odors or food particles and are easy to clean .,1
143,"i purchased this at a pet store for my lab ,  and he cannot figure it out .",0
144,they are a good substitute for the high end glasses .,1
145,"android num_extend is great . if you prefer a phone with a real keyboard ,  you should look into the samsung intercept .",1
146,the plates can run through the dishwasher without damage .,1
147,the second one looked bad but tasted great .,1
148,there was no explanation on this but it did seem to lessen on subsequent batches .,1
149,no heat is detected when you use it and it doesn t slip off easily .,1
150,i bought these because i didn t want to use plastic to store food anymore .,1
151,i m not using this to make coffee per se .,1
152,exact fit for the culligan housing and an easy change .,1
153,"when canning ,  you cannot do much else but watch the pressure gauge .",1
154,"in my wash on gentle cycle ,  with gentle detergent ,  in the most gentle fashion .",0
155,"i ve been using skincare with parabens for num_num or so years ,  and they haven t hurt me yet .",0
156,its just a outter shell for your phone .,1
157,"okaye ,  this toy arrived in a little padded envelope .",0
158,i would like to try the blue one tho .  .  . but they re super expensive .,0
159,"he said ,  and i quote ,   well ,  what am i supposed to do about it ?   .",0
160,first we tried going to the dr and took the pills he prescribed and it didn t work .,0
161,i don t know what the heck everyone sees it this lenses .,0
162,"however ,  i no longer had the metabolism of a child .",0
163,the soap is a thick paste with a tingly menthol scent and feel .,0
164,it split along a seam; the catnip spilled out; the cat was done .,0
165,i use the app battery history to see my battery usage .,1
166,"it looks nice and clean ,  and good quality for what you pay for .",1
167,"if not ,  after applying this product ,  you will get brownish stains on your tires .",0
168,we have had excellent results with a num_num pound bag .,0
169,"if you do get a bit of mold ,  bleach will kill it quickly .",0
170,but this takes out the foam which straight turkish drinker love .,1
171,"love their lavender essential oil ,  but disliked their tea tree .",0
172,i ve been using misto sprayers for five years now and would not use anything else for cooking .,1
173,this is super easy to install and is like a brand new battery .,1
174,the wood is nice and the pick is quite functional .,1
175,walnut oil is in the grocery section with your other cooking oils .,1
176,the cord is short but you can add an extension .,1
177,xylitol is supposed to help remove biolfilms that protect the bacteria that are causing the infection .,0
178,it s rather depressing to realize so many people are limited by their exposure to better boardgames .,0
179,"in this case ,  amazon s price was several dollars cheaper than most of the local stores .",1
180,"sturdy bowls at a good value ,  but definitely not leak proof for food with any moisture .",1
181,i like the spout for ease of pouring and the rubber grip as well .,1
182,would not recommend unless you have lots of patience and help .,0
183,"i called the harman kardon customer service line ,  and they kept me on hold for ten minutes .",0
184,"it is small ,  easily tranportable ,  lightweight ,  and easy to use .",1
185,"i left it in her dry food bowl ,  and she would just eat the dry food around it .",0
186,the profiserie sitram line is easier and  softer  to handle .,1
187,"there are a microphone and a control button on the cord ,  which is very handy .",1
188,"knowing most of the reviews were probably bogus ,  i bought anyway .",0
189,the only negative was that it was smaller than i thought it would be .,1
190,very quick and easy and always ready on my counter .,1
191,"the wma experience was somewhat less consistant ,  with some tracks not playing all together ,  after a certain point .",0
192,"while the software does work fine ,  i preferred using iphoto .",0
193,being using this one for my home made greek yogurt and it works like a charm .,1
194,but that wasn t what did me in . what did me in were the puzzles .,0
195,"my son likes this puzzle ,  and the jumbo knobs are fabulous .",0
196,"hot liquids will cool much faster in a heavy metal cup than in a glass measure ,  too .",1
197,"today is the worst :  using it to siphon off fat from roasting short ribs ,  the plastic tube started melting .",0
198,just bought one of these and used it this evening .,0
199,this product is very good cleans up easy after cooking no smoke cooks evenly .,1
200,these are very sturdy and high quality pans .,1
201,i had borrowed an old one but stain and rust had taken its toll .,1
202,"the mostimportant thing is that you can hear ,  and be heard with this headset .",1
203,i expected a bit more from the photo on the package .,0
204,i am so happy with this purchase !  i have an iphone num_extend which has a stinky battery life .,1
205,"unfortunately ,  this evening bag does not have that .",0
206,"these shapes are so cute ,  i couldn t pass them up .",1
207,i only purchase the best products i can find .,0
208,"it certainly was easy to prepare ,  just cut the top and microwave .",0
209,quick storage but remember they are not sealed and will let air in and liquid out  if tipped over  .,1
210,i saw this in my local mall for $,1
211,"for example :  where conversion from upright to attachment hose is concerned ,  it seems to be a counterintuitive design .",1
212,i ve been using this headset for a few months and couldn t be more pleased with the battery life .,1
213,i m at a loss to understand the negative reviews of this product here on amazon .,1
214,it is entry level but only records one channel even though it is misleading with multiple inputs and outputs .,0
215,i have not noticed the device getting significantly warmer when in use .,1
216,most sets like this have a round mini ramekin that will dribble butter .,1
217,"or ,  maybe these things are all just crap .",0
218,"i had some issues getting it on and with specks ,  dust ,  fuzz ,  fibers .",1
219,"i d like to see a bigger ,  better version of what rising sun tried to accomplish .",0
220,i highly recommend this over juicing by hand or with a reamer .,1
221,"originally purchased num_extend ago ,  and it still looks and works the same as it always did .",1
222,"jabra should steal a page from apple and actually make packaging that is cool ,  functional ,  and num_extend",0
223,i got a hold of the seller and they are gonna refund me .,1
224,after num_num minutes of normal play a large piece of the tractor snapped off .,0
225,"this one ,  especially if preheated ,  will keep your coffee hot far longer than the throwaways .",1
226,my wife loves the otter box case and has had a lot of compliments on the look .,1
227,"and without the handle ,  it s impossible to use this toy for what it s meant to be used .",0
228,it is bs to take them for num_num months before you see results .,0
229,my num_num year old daughter got this for her birthday and was pretty excited by the concept of it .,0
230,it does that and everything else . even with sunglasses on in the texan sun i can read my phone !  .,1
231,"if you like corelle ,  you ll love what you re getting .",1
232,and do not be upset because my testimonial is truthful .,0
233,not a woman s average or just a little wider .,0
234,the tank tops are pretty thin and clingy .,0
235,"sure ,  if you re drinking green tea  such as matcha  ,  you re also getting chlorophyll .",0
236,"i would buy it again to replace it ,  but would love to see their next model .",1
237,i figured i d see some real muscle from the num_extend,0
238,"with a spot of milk ,  it s drinkable as soon as it s finished .",1
239,"getting a good charger for the note num_num is a hassle ,  as most owners could tell you .",1
240,foods are less likely to burn  even with me !   and cook evenly .,1
241,the first time i went to yoga with my material hand bag on my shoulder it got destroyed .,0
242,"it s easy to understand why ,  as you really need an advanced degree to figure it out .",0
243,it is too bad that it didn t happen earlier !  this press is so easy to use and to clean .,1
244,i wasted my money and time and now have to return num_num of them .,0
245,this is more of an inconvenience than anything else .,0
246,"because this pan heats up quickly ,  a lower heat is best .",1
247,"it tastes horrible ,  looks and tastes like sawdust . i would never purchase this product and would not recommend it .",0
248,stick with frontline or advantage or something like that .,0
249,that means removing the power tip each time and reassembling it to use with the grid at home .,0
250,"sorry ,  samsung ,  but you can do a lot better .",0
251,"i didn t like that . i returned it  , got a full refund .",0
252,we ve tested this out and it does add a nice aroma to the room .,1
253,the product shipped did not appear to a tripp lite cable .,0
254,and it is not any different than what i expected .,1
255,"she loved her ixl ,  it is the only game system out there that holds music .",0
256,"had num_num of these ,  both were free or just about free .",0
257,this product doesn t really offer much in the way of cleaning carpet messes .,0
258,they are really not what i have come to expect from melissa and doug products .,0
259,pyrex is the name and nothing else is the same .,1
260,she was very thrilled to have the phone back .,1
261,i bought this as a quick and inexpensive way to cook up stir fry .,1
262,has plenty of power and the juice it produces is excellent .,1
263,i was leary about purchasing the battery because it cost so little .,1
264,"since i do not enjoy store bought ground meat ,  this addition to my kitchen aid is a blessing .",1
265,turns out there s a huge difference between % and %,0
266,that s num_num installations over the entire life of the game .,0
267,in cooked dishes any olive oil flavor mostly disappears .,0
268,i ll also complain about the double amount of letters available .,0
269,i tried two different sizes and neither fit appropriately for me .,0
270,the steam does last a long time without refilling .,1
271,the others can t quite make that same claim .,1
272,i have put many devices on the magnet and they all stay strong .,1
273,it is not too bulky and it is an exact fit to my galaxy num_extend,1
274,i love being able to zip the curtain open and closed with no hangups !  .,1
275,"i m not giving up ,  but the pursuit of the perfect checkerboard cake has so far eluded me .",1
276,"needless to say i gave up on it because i got tired of the brian parts ,  very annoying .",0
277,i decided to get rid of my old aluminum pressure cooker due to concerns about cooking in aluminum .,1
278,"i used mine the first time to make tomato leather ,  and it is the best i have ever had .",1
279,"if you don t have one ,  get it now .",1
280,you can invert the lid on a fire and use it as a skillet .,1
281,this is a great serrated knife at a fraction of the cost of the expensive cutcos .,1
282,side note :  windows vista made installing the printer an ordeal .,0
283,nice portability and good value for the money .,1
284,"if you could change the this ,  i will give you num_num starts . however generally this is a good product .",1
285,the included adapters were about the only thing that was worth it .,0
286,this has a permanent place on our stove top .,1
287,i read other reviews and i think users may not have taken the care they need .,1
288,won t wrap around your head unless you re a child .,0
289,i have other kitchenaid tools and equipment and all are work horses .,1
290,"it adds some bulk to it ,  but its more protective that way .",1
291,as a woman i need calcium and i heard that magnesium is just as important .,0
292,the knives are sharp and the extras are nice a great starter set .,1
293,"the only concern ,  noted by others ,  is that it s quite tall .",1
294,but after that it always works when connected .,1
295,"the scent is pleasant and herby ,  but not as good as the other jmo shampoos .",0
296,"in addition to those bugs ,  hellfire brings a set of its own ,  which never got resolved .",0
297,it s pretty easy to clean and very simple to use .,1
298,i have downloaded updated drivers for nvidia geforce fx num_num num_extend video card .,0
299,i have had this pot for about num_num mo .,1
300,it s also hot if you accidentally put your hand under it .,1
301,she is now num_num months old and has had this for num_num months .,0
302,i purchased thinking it would be a good toy to keep my cat active .,0
303,for the price this thing is pretty great .,1
304,i can wear the headset for about an hour without needing to remove them .,1
305,"in fact num_extend games run better on xp ,  its been proven over and over .",0
306,this case is nice fits well and is easy to get on and off .,1
307,there are few choices except for this one .,0
308,"you can do better here as far as taste ,  and price .",0
309,spent all day reapplying it  six times in all  and i can t see any difference .  .  . nada .  .  . zilch .  .  . zip .,0
310,i love it and it makes great bread !  i do have minor complaints .,1
311,"it s a known issue to the outside world ,  which is waiting for linksys to admit it and fix it .",0
312,i told a female coworker about that one and she bought it .,1
313,it is so quick and easy to use .,1
314,i use only freshly ground black pepper in my kitchen .,1
315,this mount is essential if you plan to use the gps capabilities of your droid x .,1
316,"they re hard to find in the us ,  but online you can definitely buy them .",0
317,half an inch wider on each side of the shoulder than the dockers large . after wash length :  nice tuckable length .,0
318,"it didn t look new at all ,  looked like it s been previously used .",0
319,excellent product as are all kitchenaid products that i have ever used .,1
320,"i wouldn t buy anything else ,  and i have been drinking espresso for num_num years .",1
321,i really like this grill and look forward to using it to cook other items besides steak .,1
322,i have other small appliances by kitchedaid and like them all .,1
323,"good thing it was cheap because it has been sitting ,  unused in a drawer since day num_extend",0
324,"caveat :  also buy yourself a protective glove ,  such as the $ model made by microplane .",1
325,"gotcha . whose bright idea was it to put voice acting in this game ?  seriously ,  i can read .",0
326,"my callers reported that my voice quality was clear ,  free of echoes and not much background noise .",1
327,the length is just right to get to the middle of the tallest quick bread or cake .,1
328,i guess they are sizing them differently of late .,0
329,when i finally stretched it over my hiking shoes  not boots  it still barley fit properly .,0
330,i have used it for up to num_num hrs so far with no problems .,1
331,the sack did not fit my sleeping bag even though the size chart on their website said it would .,0
332,"i won t lie ,  this thing makes me smile when i walk into the kitchen .",1
333,it s too bad .  .  . i enjoyed the majority of the meals .,0
334,"i really wish i could give this product num_num stars ,  i really do .",0
335,i bought my thermometer for help when cooking meat in the oven .,1
336,"they work well ,  just wish they wouldn t warp when in the dishwasher .",1
337,it looks like it was made for a child .,0
338,but i think that is not it s fault .,1
339,material seems like it is of great quality .,1
340,"the plastic is very difficult to remove from it s backing ,  and then it doesn t adhere to the phone .",0
341,it hasn t given me problems with anything though .,1
342,i wish there was a way to charge and do bluetooth at the same time .,1
343,"i don t think you can transfer data with it ,  or even charge from computer .",1
344,"makes pouring sugar a easy ,  and not one sugar crystal gets on the counter .",1
345,"i called ,  found out they are awaiting parts from japan and would take another month .",0
346,a mile away and i get six bars . i concluded i need a signal booster .,1
347,also leaves a powderish film on your hair .,0
348,"i ordered more than one ,  and none of them worked .",0
349,i needed an additional set because i bake a lot .,1
350,it also comes with a useful recipe booklet .,1
351,i purchased a new verizon droid from a verizon store num_num days ago .,0
352,there are two zippers to each of the front pocket that go left and right of each pocket .,0
353,we cleaned out the container each day and used vinegar to clean the heating element .,0
354,very pleased with the oxo good grips wooden spoons .,1
355,the chargers all broke in under a week .,0
356,the water flow from our kitchen faucet was anemic .,1
357,i bought this to use with my chemex .,1
358,totally worth it if you work in an environment like a factory .,1
359,"either the handles would break ,  the interior would scratch and become ruined making it impossible to use .",1
360,you may need to lower heat slightly to maintain sizzling heat since conduction is so good .,1
361,i don t use this little guy every day but when i do need a small knife i love it .,1
362,i read the reviews on it from other buyers who had success with it and decided to try it .,0
363,i returned it and i am getting my refund .,0
364,it paired very quickly with my num_extend and the connection time is almost instantaneous .,1
365,if the eye removal tool was better i would give it five stars .,1
366,it charges overnight and has a nice night setting for the clock .,0
367,"around level num_num or so ,  i noticed how hard it was to level up .",0
368,mostly it was people i called complaining of feedback .,1
369,everything is great .  .  . except the spout and lid are flawed on this pitcher .,0
370,we used it for one month then turned it off while we we away for num_num months .,0
371,"sure ,  you can hit her; but nothing seems to have an effect .",0
372,this does a great job on those surfaces .,1
373,i just didn t know how much i needed one until i saw it on sale .,1
374,"we played it for a little while ,  but just gave up .",0
375,the only thing that has completely cleared my skin was proactiv and hormonal birth control .,0
376,i didn t have very high expectations when ordering  just needed a fourth item for the num_extend for num_extend deal  .,1
377,my wife and i both purchased the num_extend on suggestion from a verizon rep with our new phones .,0
378,"i got it to replace a swiss diamond ,  and i could not be happier .",1
379,my dog hates that part too .  .  .  . the bad :  the harness did not last very long .,0
380,"but if you don t mind the extra effort ,  this fits well and works fine .",1
381,"the kitchen shears he used were old ,  gross and always gummy .",1
382,"neat clean operation ,  easy to clean tool and simple enough to operate without instructions .",1
383,all num_num of these chargers broke in a month .,0
384,"i ve had defenders for a couple of other phones ,  so i knew i would like this one .",1
385,i bought several as they re a bit hard to find .,1
386,i was so happy when my num_num year old grandson loved his new bed .,1
387,i prefer to use my galco ankle holsters without the calf strap .,0
388,i m going to order a set for my daughter for christmas .,1
389,there is some sort of fabric coating on the soles .,0
390,i purchased one of these to go in each bathroom in our apartment .,1
391,my wife uses this timer for timing her crossfit style workouts .,1
392,they are a quite big so i cut them in half to get more use out of it .,0
393,i ve had other rice pastas that hold their shape better .,0
394,magnetic flap stays shut and the elastic makes it easy to get open when a call comes .,1
395,first off read the review titled :   not bad .,0
396,maybe when he s older  he s num_num months  we ll try it again .,0
397,"even when increasing the amount of beans ,  the coffee is not very robust .",0
398,espresso drinking has always been a ritual of delight for me .,0
399,i ordered another a few days ago  shipping takes awhile  just incase for some reason i lose\break this one .,1
400,"getting the case off to change a battery is not fun ,  nor fast .",0
401,i also plan to use the left overs for christmas baked gifts .,1
402,the foam pads barely touch my ears so i can hear all outside noise .,0
403,the led lights up during the charging process and shuts off when completed  the charger  .,1
404,i nabbed one for only $ on ebay .,1
405,this almost led to a very costly issue .,0
406,i purchased these to use when making both cookies and meatballs .,1
407,"sorry ,  i would not recommend this product for dumping your tanks .",0
408,"what the game lack isn t in it graphic department ,  but it most important aspect of any game ,  the gameplay .",0
409,bullets going through walls or through your enemies .,0
410,"i keep them in a little wire bin in my junk drawer ,  and never have to hunt .",0
411,its also difficult to clean if an accident happens on the playpen .,0
412,"it works well ,  sprays or not if you prefer ,  and looks good on my faucet ,  not ugly or bulky .",1
413,this is a num_extend a num_extend oem htc charger for micro usb phones .,1
414,comes in a pack of num_num just in case you didn t get it right the first time !  .,1
415,"it did take a little while ,  but it was worth it .",1
416,"the second time i used it ,  the itorch recharged the iphone from about % to %",1
417,but got paid with in num_num business days .,1
418,that also means that you re not gonna be able to get all the bubbles out .,0
419,they have everything but i mean everthing high quality apple product for your device .,1
420,i plan on having these pans for a long time  :   .,1
421,filling up the bags with the fruit for smoothies makes mornings so much easier .,1
422,"with tech support ,  i finally found the num_num mb driver file i was supposed to download .",0
423,i m not upset that there is something wrong with it cause every company spits out a few buggy systems .,0
424,"these are not iclicks !  they are super loud and for the dogs i work with ,  too scary .",0
425,"it is also a very fake sweet that you can detect right away ,  so it isn t really satisfying either .",0
426,i would not recommend this to someone paying for the test strips .,0
427,i have several bare escentuals brushes including this kabuki one .,0
428,the actual stuffed stick is only six inches long and approximately an inch in diameter .,0
429,the smell was too sweet and the flavor had an artificial and bitter taste .,0
430,"for a piece of white plastic ,  it s expensive .",1
431,it sings a little song and makes the rice .,1
432,i think they could stiffen the material for batter performance . happy shopping !  .,1
433,i ve asked them if i could upgrade to another unit .,0
434,"at just before the fourth marking ,  it showed about num_extend",1
435,the stairs doll holder goes wobbling down to the bottom on its own like it s haunted .,0
436,i had expected to hear back with suggestions on how i might improve my experience  i . e .,0
437,it had the presto percolator advertised for almost double the price at amazon .,1
438,"however ,  in one hour of gaming ,  it froze num_num times on me ,  making it hardly an enjoyable experience .",0
439,group of uninteresting people from country a unite to try and overthrow the new emporer .,0
440,"it was a long debate between this one ,  and the more expensive better quality all american brand .",1
441,"instead i would go with the mythbusters series ,  which actually work .",0
442,i used them for two months without any noticeable changes in her behavior .,0
443,"you can t draw with them ,  again because they smoosh flat and drag on the screen .",0
444,i found it to be very easy to attach to my mixer .,1
445,"it is just like the old wooden ones i grew up with ,  well balanced ,  sturdy and sharp .",1
446,i use them for flipping everything and find that i use them more than i do a spatula .,1
447,"if i wanted a big red bulky bird phone ,  i would have looked at red ones ,  not blue . ugh .",0
448,"if the dog shows any of these signs ,  stop feeding the chicken jerky product .",0
449,"not to mention  as many other reviewers her have pointed out  ,  this is not a silent whistle .",0
450,both of these products combined really make for an almost indestructible phone !  .,1
451,"there are much better and higher quality facial creams out there ,  for sure !  .",0
452,the net is a little ripped and it is dirty from being outside .,0
453,this product absolutely meets and exceeds all the positive comments made concerning the item .,1
454,amazing product and so so affordable !  !  everything works as it should and the assembly is so easy .,1
455,i really had to layer this on to even get some type of shade .,0
456,at some point i will have to buy a small pusher .,1
457,"i would prefer the cup to be a bit larger ,  but it s okay .",1
458,i tried to realign the screen protector but did not work .,1
459,i would highly recommend this for anyone but it may be too small for a family .,1
460,the steel is of utmost quality and sharpness .,1
461,we spent more time fixing it than they had playing with it .,0
462,removed cover phone cooled off tried again with the same result .,0
463,most of the time people don t even know that i m in the car .,1
464,i look at the description and it says nothing about coming in two pieces .,0
465,you have to be very careful about the counterfeits on here as i ran into some already .,0
466,it will last forever and work just like it s supposed to .,1
467,"but once you play it for a week or less ,  you get really tired of it .",0
468,the standard speakers in my num_extend honda civic are better than these .,0
469,it has a nice large handle that is easy to use .,1
470,i had no problems with the handle while using it .,1
471,i like to use this brush for deep scrubbing .,1
472,"honestly ,  i got them because i was a dollar short for free shipping .",0
473,surely it must be good for some people since it has such a high rating .,0
474,it gives a nice consistent grind from the finest setting all the way to the most coarse .,1
475,i am disappointed with how dark and how red the color is .,0
476,these are so much better than an electric blanket because heat rises .,1
477,probably will send back this pouch is bending up the side of my otterbox making it look banged up .,0
478,"the drill i purchased from amazon . com earlier was a huge hit; however ,  this toy wasn t very durable .",0
479,i guess you have to use the flip the meatloaf out of the pan method .,0
480,"it adds a little weight to my bag ,  but that is to be expected with this much charge .",1
481,"unfortunately ,  for such a simple device ,  i have found it to be a dismal waste of my time .",0
482,i had a poor experience with sennheiser as a company .,0
483,"other then that ,  they are exactly what i expected .",1
484,doesn t work . baci is not attracted to it at all .,0
485,beans will slide smoothly into the grinding  burrs  for only a few seconds without assistance .,0
486,i gladly would have paid slightly more for properly fitted metal instead . also the real height is num_extend,1
487,"no major complaints from the people i have talked to . controls : ok ,  this one is a real bugger .",1
488,it is effortless to make orange zest with this grater .,1
489,this goes far beyond the space for a bathroom scale .,0
490,"my advice is to buy the original waring ,  not the  pro  ,  or classic .",0
491,on no setting could i get rid of .,0
492,have tried several other brands and these are the highest quality and easiest to apply .,1
493,i wanted to get a really good pair .,0
494,i tried putting this in my hair before bed and couldn t sleep .,0
495,"however ,  i doubt very seriously this is an samsung oem item .",1
496,very pretty out of the box and that s all . i m furious .,0
497,this is by far the best fm transmitter that i have used yet .,1
498,"that said ,  i can still rest the phone upside down without touching the screen .",1
499,they were right !  !  !  but on the front it says easy on the stomach enteric coated .,0
500,"it feels more like polyester to me ,  not like a natural fabric .",0
501,this is one of the small kitchen appliances that i use the most .,1
502,my little dog can jump right out of it .,0
503,i felt like i just thew three bucks into the toilet and flushed it down .,0
